OSC2011,HU001,year,id,v5,v6,v7,v8,v9,v10,v11,family,v15,v14,Nfamily,v16,v17,v18,v19,v20,house,v22,v23,v24,v25,age,v27,v28,v29,v30,v31,Income,v33,v34,v35,v36,v37,v38,consumme,shokuryou,juukyo,kounetu,kagu,hihuku,hoken,koutsu,kyouiku,goraku,other,v50,v51,v52,v53,v54,v55
OSC02011,00000HU001,2004,146,1,1,1,1,0,0,3,1,3,0,2,1,1,1,11,1,1,1,1939,99999,2,15,3,99999,99999,5,4375.0612,315.5,430435.2983,193327.3187,163876.9897,73230.98987,430435.2983,174253.8192,150510.0488,43784.82443,699.36013,15573.68863,8126.35051,2957.35392,22888.72291,10764.50911,0,12092.03655,33623.20266,23743.77038,184667.8856,71513.59344,7324.69824,2337.6,3.6
OSC02011,00000HU001,2004,147,0,1,1,0,99999,99999,2,1,1,1,5,1,1,2,5,2,1,1,1988,99999,1,10,1,1,1,2,5848.7579,845.1,1110838.645,583509.7413,429673.623,97655.28049,1110838.645,464928.7259,371974.2069,93991.56623,7229.77676,23075.58458,11189.69335,15597.47798,7410.44256,44148.8148,55472.61276,38162.24049,75695.99735,92954.51904,554987.605,90922.31392,2709.95607,570.4,1231.2
OSC02011,00000HU001,2004,148,1,1,1,1,0,0,3,1,3,1,3,1,1,1,10,1,1,1,1982,99999,1,15,3,99999,99999,5,5885.2772,805.2,1154701.598,467339.5102,569512.5103,117849.5772,1154701.598,633900.2269,566497.7649,98586.512,50551.50625,23562.39938,10919.86761,21365.18885,64331.10098,56594.31734,0,91625.41321,148961.4593,67402.46203,421273.2221,99528.14873,8598.41667,3778.2,45.1
OSC02011,00000HU001,2004,149,1,1,1,0,99999,99999,3,1,3,0,4,1,1,1,19,1,1,1,1959,99999,1,16,3,99999,99999,5,4132.481,879.6,1332869.994,492277.7004,706931.1594,133661.1344,1332869.994,650513.0114,566920.3615,101720.3694,8043.19855,26208.60961,42222.33324,27793.7448,27707.95512,152240.5335,4798.75638,48460.82239,127724.0386,83592.64988,549959.5658,132397.417,17509.79505,1960.1,3.1
OSC02011,00000HU001,2004,150,1,1,1,1,0,0,3,1,1,1,4,1,1,1,10,1,1,2,1929,99999,1,9,1,1,2,2,8239.1332,701.3,917931.2537,495407.9101,360057.5761,62465.7674,917931.2537,352581.8653,287615.9197,68580.53994,12228.56667,17645.13942,5049.501,10632.82493,5863.59662,38076.0645,12552.32126,40189.74692,76797.61844,64965.94566,493868.8361,71480.5522,12224.49815,700.2,1418.3
OSC02011,00000HU001,2004,151,1,1,1,1,0,0,3,1,3,0,2,0,3,1,19,1,1,1,1977,99999,1,16,3,99999,99999,5,4444.6656,334.5,509990.1387,190969.0208,250950.751,68070.36678,509990.1387,237738.3617,219696.7863,60362.87639,15038.22222,18355.75744,6090.26936,8040.17954,10997.80856,25216.96817,0,24738.28984,50856.41475,18041.57539,209761.1138,62490.66315,4851.69938,3113.5,0.2
OSC02011,00000HU001,2004,152,1,1,1,1,0,0,3,1,2,1,2,2,4,2,4,2,2,99999,99999,2002,1,14,1,2,1,4,5885.2772,567.6,0,0,0,0,89795.57026,89795.57026,89795.57026,40739.78172,3914.18182,13242.40973,2941.24921,3671.10579,3507.83853,7960.52607,0,5512.44765,8306.02974,0,0,0,4728.31737,464.4,1200
OSC02011,00000HU001,2004,153,1,0,0,1,0,0,1,1,3,0,3,0,1,1,9,1,1,1,1965,99999,1,18,3,99999,99999,5,4841.2394,554.8,739020.9682,254009.9191,388302.8413,96708.20779,739020.9682,340907.0659,291074.4652,69757.02586,23387.68404,19832.09687,9934.35757,8240.78342,10496.88342,36470.93936,3465,23775.78172,85713.91293,49832.60068,292724.3999,105389.5024,8965.38766,1618.2,491.3
OSC02011,00000HU001,2004,154,1,1,1,1,0,0,3,1,1,1,4,1,1,2,6,2,1,1,1937,99999,1,7,1,1,3,2,8766.5443,1015.9,1035660.065,539807.7421,430223.0535,65629.26904,1035660.065,478668.7503,392127.1779,93853.5828,11483.58769,23063.46889,8498.57534,25713.05497,20467.62896,48811.4254,54456.89775,23570.75671,82208.19937,86541.57242,483430.1926,73561.12169,7141.86637,2072.8,948.6
OSC02011,00000HU001,2004,155,1,1,1,1,0,0,3,1,2,1,5,2,1,1,8,1,1,1,1927,99999,1,9,1,2,1,4,7504.03,940.8,0,0,0,0,254650.9515,237357.9515,237357.9515,80549.16404,2937.08172,26631.72257,6173.9935,11999.14058,8080.57059,31204.0328,5848.24829,23453.25438,40480.74304,0,17293,0,4606.88623,1662,583.2
OSC02011,00000HU001,2004,156,1,1,1,1,0,0,3,1,1,0,5,2,1,1,10,1,1,1,1927,99999,1,8,1,1,3,1,4602.5225,766.4,885805.8892,463352.0015,376639.7938,45814.09386,885805.8892,407527.3352,326735.9894,86368.91963,34746.48744,24780.70925,13366.34911,8578.21749,18277.25917,35651.75662,12225.14196,43393.25031,49347.89846,80791.34576,433700.4218,44578.13218,5258.95668,757.9,548.7
OSC02011,00000HU001,2004,157,1,1,1,1,0,0,3,1,1,0,5,1,1,1,16,1,1,1,1939,99999,1,11,1,3,99999,3,5612.3118,907.9,1197548.457,612892.0666,527807.9958,56848.39434,1197548.457,526132.5152,436667.7902,86135.26972,13577.8,25461.44513,10799.01312,17968.45218,12406.2242,52918.92303,70210.96641,29334.69793,117854.9985,89464.72505,608255.525,63160.4165,8449.94396,565.5,626.7
OSC02011,00000HU001,2004,158,1,1,1,1,0,0,3,1,2,1,2,1,6,1,19,1,1,1,1970,99999,1,12,1,2,1,4,9420.4063,443.1,0,0,0,0,157352.0161,153875.0161,153875.0161,50269.21929,13998,15260.84415,2308.98762,2194.71832,8470.21134,18064.15275,0,11111.56851,32197.31408,0,3477,0,7457.15477,775.5,59.8
OSC02011,00000HU001,2004,159,1,1,1,1,0,0,3,1,1,1,3,2,1,1,8,1,1,1,1928,99999,1,11,1,1,5,2,6412.6884,637.4,894159.6382,428587.6034,376654.7781,88917.25666,894159.6382,373853.6071,311726.144,75751.42681,18940.19999,18068.4676,11023.01092,13953.30229,23418.7215,40052.64183,4276.4342,35489.14683,70752.79198,62127.4632,421958.249,98347.78208,1431.90514,1301.2,407.7
OSC02011,00000HU001,2004,160,1,1,1,0,99999,99999,3,1,1,0,2,1,1,1,8,1,1,2,1934,99999,2,8,2,1,3,2,5789.3773,357.7,412854.1465,234151.6954,130126.5617,48575.88942,412854.1465,191026.9876,162759.3367,48687.0535,19867.95329,13046.61937,3746.653,8226.57672,9606.14161,23976.0711,1622.98589,12231.48413,21747.7981,28267.6509,179704.8614,42122.29754,560.45896,399.5,21.9
OSC02011,00000HU001,2004,161,1,1,1,1,0,0,3,1,3,1,2,0,5,1,17,1,1,1,1964,99999,1,16,3,99999,99999,5,6094.2039,243.8,259410.0118,84669.04367,119707.5794,55033.38871,259410.0118,128861.2364,122092.9605,46038.15755,10031.7509,14799.97752,5290.62663,1929.64052,7005.37711,10586.72149,0,10498.16412,15912.54463,6768.27589,95928.54633,34620.2291,3383.60857,776.2,2.4
OSC02011,00000HU001,2004,162,1,1,1,1,0,0,3,1,3,0,2,0,2,1,15,1,1,1,1937,99999,1,14,3,99999,99999,5,4826.4547,332.8,515650.5485,188061.5016,247678.8769,79910.16998,515650.5485,219922.2904,200675.2498,58532.05643,4852.39577,13288.708,8410.72027,5457.99187,7464.12117,29731.30692,0,29466.68723,43471.26213,19247.0406,216365.3184,79362.93972,4400.50525,2051.4,1.4
OSC02011,00000HU001,2004,163,1,1,1,1,1,0,3,1,1,0,2,2,5,2,12,1,1,1,1933,99999,1,14,1,1,2,1,4722.3592,468,544940.032,294890.268,142998.5149,107051.2491,544940.032,217202.3496,186193.8687,49534.6262,9352.98234,13471.1553,6542.77128,3967.29601,8438.29626,22192.03828,0,24082.741,48611.962,31008.48093,234034.2225,93703.45992,2757.7993,1487.2,20.8
OSC02011,00000HU001,2004,164,1,1,1,1,0,0,3,1,2,1,2,2,5,2,13,1,1,1,1975,99999,1,14,1,1,2,4,11747.6678,999,0,0,0,0,716314.9466,644534.9978,644534.9978,110583.9358,106156.3674,25698.48742,22581.986,42666.08733,41548.42042,77044.58958,0,79162.33029,139092.7936,0,71779.94879,0,12159.65764,3992.9,1210.5
OSC02011,00000HU001,2004,165,1,1,1,1,0,0,3,1,1,1,3,1,1,2,6,2,2,99999,99999,2003,1,9,1,3,99999,3,5885.2772,621.3,825107.9993,473824.1377,317706.9815,33576.88011,825107.9993,364803.0515,290335.1361,72099.08445,38152.80363,13704.30351,8887.77088,14684.1992,12118.94084,29806.85803,15288.9956,19737.08562,65855.09431,74467.91542,426582.9624,33721.98544,1233.83063,786.8,253.2
OSC02011,00000HU001,2004,166,1,1,1,1,0,0,3,1,1,0,3,2,1,1,2,1,2,99999,99999,1997,1,11,1,1,3,2,4282.9455,700,779494.5198,439154.7964,269029.2083,71310.51519,779494.5198,354779.07,289653.1574,56405.17118,13478.02624,17024.25032,5500.15416,9154.75299,9332.61324,78649.46074,15899.72969,16257.46459,67951.53423,65125.91261,373525.1282,51190.32161,2034.41758,1209.9,766.9
OSC02011,00000HU001,2004,167,1,1,1,1,0,0,3,1,3,0,2,0,5,1,12,1,1,1,99999,99999,1,15,3,99999,99999,5,5088.4071,384.3,538439.2221,199632.7717,277082.2299,61724.22055,538439.2221,227327.3696,206153.4543,58234.45973,14129.96021,15819.02826,3964.46319,4449.37562,8742.48923,30629.20149,0,27924.73824,42259.7383,21173.91533,257722.9528,53388.89975,7072.73901,1084.3,110.3
OSC02011,00000HU001,2004,168,1,1,1,1,0,0,3,1,2,1,2,1,5,1,15,1,1,1,1938,99999,1,14,1,2,1,4,7557.4422,912.6,0,0,0,0,304186.1992,293138.8992,293138.8992,67557.66375,13654.48298,18337.77217,9224.53691,17174.1938,18402.34865,35280.91955,0,43178.60267,70328.37871,0,11047.3,0,12490.90754,1764.5,167
OSC02011,00000HU001,2004,169,1,1,1,1,0,0,3,1,1,1,4,1,1,2,3,2,2,99999,99999,1996,1,8,1,1,5,2,8084.8534,644.2,862033.2189,458717.0255,334039.6578,69276.53558,862033.2189,379465.9197,309587.021,85651.64685,12589.41402,21148.16933,10184.15958,12967.44734,9859.06827,35291.64219,22221.34917,28512.27812,71161.84614,69878.8987,419606.6801,62960.61911,4525.35826,526.1,1088.3
OSC02011,00000HU001,2004,170,1,1,1,1,0,0,3,1,3,0,3,1,1,1,6,1,1,1,1972,99999,1,16,3,99999,99999,5,5566.7974,455.7,657446.4985,240920.442,334854.5121,81671.54438,657446.4985,316526.1123,282051.0995,76181.95433,9513.81498,24642.32968,9647.34534,6697.83468,14747.5666,31940.77781,1873.48898,36543.18647,70262.80067,34475.01272,259538.5924,81381.79386,3465.13954,2686.4,162.6
OSC02011,00000HU001,2004,171,1,1,1,1,0,0,3,1,1,0,2,1,4,1,13,1,1,1,1987,99999,1,12,1,1,3,2,5446.9607,967.7,1412525.213,625246.7047,698048.5296,89229.97857,1412525.213,639876.4332,516292.6528,76015.112,81786.25153,16555.74942,10934.77101,16757.40035,12769.62429,54580.50619,0,41848.10785,205045.1302,123583.7804,685577.814,87070.96562,13616.91106,2575.1,353.8
OSC02011,00000HU001,2004,172,1,1,1,1,0,0,3,1,1,1,4,1,1,1,8,1,1,1,1927,99999,2,7,2,1,2,1,7057.8601,646,715529.4052,381677.5541,281298.2676,52553.58361,715529.4052,285206.5171,237038.2743,69292.32965,12780.41008,18546.68232,6232.60478,11676.50775,7466.84082,32290.49669,13293.97866,20680.3244,44778.09915,48168.24285,381554.7072,48768.18091,3271.02752,574.8,1019.1
OSC02011,00000HU001,2004,173,1,1,1,1,0,0,3,1,1,1,3,1,1,2,6,2,1,1,1937,99999,1,11,1,1,5,2,8239.1332,942.5,1306273.116,622730.7379,559309.4396,124232.939,1306273.116,570333.3806,457317.549,92189.06316,20621.99978,17232.52567,7192.75993,29446.30979,11564.02085,48782.16459,36916.03525,74947.60063,118425.0694,113015.8316,650559.2137,85380.52215,8844.21951,1246.5,909
OSC02011,00000HU001,2004,174,1,1,1,1,0,0,3,1,1,0,4,1,1,2,5,2,2,99999,99999,2001,1,6,1,1,2,2,5215.6361,488.5,500219.7086,271023.1506,191531.092,37665.46604,500219.7086,240424.2439,211897.3991,47645.19342,25831.23333,17012.39361,5387.53651,8844.86427,9998.81269,24543.90822,14378.35468,13666.79173,44588.31063,28526.84477,219871.8974,39923.56741,3285.06009,346.1,0
OSC02011,00000HU001,2004,175,1,1,1,1,0,0,3,1,1,1,5,4,1,1,12,1,1,1,1987,99999,1,12,1,1,5,2,7066.5503,1413.2,2191200.944,1001168.934,1064205.166,125826.8443,2191200.944,978902.8981,817253.1967,91967.44092,26696.78459,27035.95796,22085.76008,14390.26348,10538.43615,211553.0377,171515.8304,63577.46372,177892.2216,161649.7015,1080699.744,131598.3026,17768.87392,2605.5,765.9
OSC02011,00000HU001,2004,176,1,1,1,1,0,0,3,1,1,0,3,1,1,2,6,2,2,99999,99999,1999,1,7,1,3,99999,3,6051.3297,488.3,628138.7002,341820.1297,224347.6395,61970.93097,628138.7002,280027.9509,230478.6355,48219.60204,21899.20143,20599.79808,5780.37309,8013.85897,8047.47399,31898.26632,2466.66667,22255.08926,61298.30564,49549.31544,279145.1348,68965.61446,9791.74649,415.3,205.5
OSC02011,00000HU001,2004,177,1,1,1,1,0,0,3,1,1,0,3,1,1,1,18,1,1,2,1940,99999,2,9,2,3,99999,3,6395.4944,714.2,852953.1503,481768.1702,279449.8141,91735.166,852953.1503,322765.7175,248256.6575,55657.85908,7253.09598,19223.69992,9645.09767,10554.51946,7642.56598,42586.0508,9024.13907,19760.89106,66908.73847,74509.05997,439207.9536,90979.47924,7047.51783,1060.4,965.5
OSC02011,00000HU001,2004,178,1,1,1,1,0,0,3,1,2,1,6,5,1,1,19,1,1,1,99999,99999,1,14,1,1,2,4,6376.1691,1019.4,0,0,0,0,212938.7638,209938.7638,209938.7638,81573.59956,3080.48316,29614.08584,7514.35297,9519.10292,6926.50852,29351.42926,9153.97827,18624.71012,14580.5132,0,3000,0,2242.24489,1855.9,279.5
OSC02011,00000HU001,2004,179,1,1,1,1,0,0,3,1,3,0,2,1,4,1,11,1,1,1,1932,99999,1,12,3,99999,99999,5,4363.8056,394.1,658449.594,237509.6246,326340.4374,94599.53197,658449.594,300827.9348,274536.6908,69958.64793,1197.42308,15361.59359,10107.19691,10049.98957,45906.712,31404.73566,0,35227.91988,55322.47221,26291.24397,251303.9861,106317.6731,9521.02125,2886.4,204.8
OSC02011,00000HU001,2004,180,1,1,1,1,0,0,3,1,2,0,3,3,1,1,8,1,1,1,1928,99999,1,11,1,2,1,4,4672.1269,1029.3,0,0,0,0,310777.4195,271091.3607,271091.3607,76109.05257,4602.32526,22200.09651,10088.55732,13380.8777,10905.19371,30121.71891,992.83333,17927.57981,84763.12563,0,39686.05878,0,10442.74343,1545.8,679.3
OSC02011,00000HU001,2004,181,1,1,1,1,0,0,3,1,1,0,4,2,1,1,7,1,1,1,1966,99999,1,12,1,1,3,2,5366.1006,936.6,1072957.609,607961.7228,402131.0315,62864.85461,1072957.609,413442.5699,320501.341,86255.94933,8978.26393,22192.06785,11364.43583,13736.93249,6040.90982,41132.02045,22537.55291,38593.60817,69669.6002,92941.22887,598146.1453,61368.89375,4565.17959,1150.6,852.1
OSC02011,00000HU001,2004,182,1,1,1,1,0,0,3,1,1,0,5,3,1,1,18,1,1,1,1927,99999,1,11,1,1,3,2,5470.1961,675.9,888998.7063,495154.3078,350990.3122,42854.08632,888998.7063,355490.4208,284444.2976,74047.83723,1055.16667,19529.31914,6612.95565,12780.71878,24007.7861,37636.98547,28667.02149,28505.54674,51600.96037,71046.1232,470935.5794,62572.70612,4575.01402,760.4,764.8
OSC02011,00000HU001,2004,183,1,1,1,1,0,0,3,1,1,0,4,1,1,2,8,2,2,99999,99999,2003,1,8,1,1,5,2,5057.7793,582.8,766664.0436,398043.8185,311119.5846,57500.64053,766664.0436,326860.4424,271967.3601,68953.24799,9970.42388,17864.03746,27713.2352,12221.39801,8618.79754,29610.42515,19873.28131,20786.17348,56356.34006,54893.08233,376109.7695,63693.8317,3724.88768,1138.5,756.8
OSC02011,00000HU001,2004,184,1,1,1,1,0,0,3,1,1,0,2,1,4,1,6,1,1,1,1965,99999,1,15,1,1,3,1,5169.2671,504.5,669158.1139,333229.5106,268074.7514,67853.8519,669158.1139,246547.1451,205647.8761,55946.56398,10877.67137,16520.39629,2687.24589,7337.12264,8870.1108,28537.48691,0,17612.07482,57259.2034,40899.26901,352766.6301,69844.33866,2356.86631,1020.1,524.6
OSC02011,00000HU001,2004,185,1,1,1,1,0,0,3,1,1,0,3,2,1,1,19,1,1,1,1980,99999,1,11,1,3,99999,3,5581.684,1035.4,1160044.501,670166.8213,399979.1048,89898.57523,1160044.501,551253.1276,422533.1767,75668.67769,17791.34099,18637.05517,8748.83004,11584.31234,15024.17545,85364.62375,34257.42097,25234.90547,130221.8348,128719.9509,492194.6737,116596.7,4879.69775,1200.1,395.9
OSC02011,00000HU001,2004,186,1,1,1,1,0,0,3,1,2,0,4,1,1,2,6,2,2,99999,99999,2001,1,10,1,2,1,4,4729.7515,1077,0,0,0,0,519095.7175,501532.8175,501532.8175,93169.01014,28294.92174,26293.92292,16188.64973,24373.04312,34126.34165,63898.95375,19213.5,56139.29918,139835.1753,0,17562.9,0,12816.87189,2561.8,518.4
OSC02011,00000HU001,2004,187,1,1,1,1,0,0,3,1,1,0,4,2,1,1,15,1,1,1,1935,99999,1,10,1,1,4,1,4259.71,1039.1,1415356.932,692892.5983,531458.3967,191005.937,1415356.932,580869.8322,471631.3458,109949.2522,5691.02223,20924.70291,11498.48032,27637.89506,12522.62581,114218.1186,28742.04682,49678.6686,90768.53324,109238.4864,627054.6499,207432.4499,5763.35839,1601.7,1389.6
OSC02011,00000HU001,2004,188,1,1,1,1,0,0,3,1,1,0,4,3,1,1,12,1,1,1,99999,99999,1,11,1,1,3,2,4491.0346,498.1,706834.2251,386857.9821,259945.117,60031.126,706834.2251,309920.1257,256459.184,66483.4265,15358.98562,20288.16137,4548.81341,21232.95158,6273.9081,29637.83595,17207.99077,30046.50723,45380.60344,53460.94173,330947.6408,65966.45865,12761.00177,711.4,229
OSC02011,00000HU001,2004,189,1,1,1,1,0,0,3,1,1,0,5,1,1,1,1,2,2,99999,99999,1992,1,9,1,3,99999,3,4699.1237,582.8,624918.6998,338441.5742,233165.1826,53311.94298,624918.6998,250640.3615,208720.3773,66018.68332,7136.03204,21826.55185,7094.03254,4117.99425,5895.33575,31495.75037,20255.56645,14290.12125,30590.3095,41919.98416,312997.8437,61280.49465,4722.03584,688.8,748.3
OSC02011,00000HU001,2004,190,1,1,1,1,0,0,3,1,1,0,3,3,1,1,19,1,1,1,1980,99999,1,11,1,3,99999,3,4944.9391,769.7,974878.969,547987.3974,357378.4777,69513.09389,974878.969,458821.2988,374823.7033,59110.29003,1298.57379,17678.51269,7678.04809,16290.37845,10337.11451,83028.96209,9375.3255,33692.56399,136333.9341,83997.59554,446891.9383,69165.73189,5408.68247,1967.7,401
OSC02011,00000HU001,2004,191,1,1,1,1,0,0,3,1,1,0,4,2,1,2,10,2,1,1,1933,99999,1,11,1,3,99999,3,5500.8239,757.2,1057720.19,579186.8924,422636.2836,55897.01421,1057720.19,413098.1473,328833.2888,79770.75279,9087.73514,19012.59446,12042.35435,16383.4265,10785.59629,51263.94438,13741.0093,37848.70725,78897.1683,84264.85855,580994.4912,63627.55166,3792.74215,848.7,1153.8
OSC02011,00000HU001,2004,192,1,1,1,1,0,0,3,1,1,1,3,2,1,2,2,2,2,99999,99999,2003,1,10,1,1,3,1,7830.7172,710,932822.7798,498779.3142,379124.48,54918.98559,932822.7798,368857.5383,289292.1915,72659.32727,15680.70186,18637.30334,9437.09123,21382.79575,10831.07672,34253.07334,20843.33258,29699.25183,55868.2376,79565.34682,511597.2587,52367.98278,7417.28554,874.3,859.2
OSC02011,00000HU001,2004,193,1,1,1,1,0,0,3,1,1,1,4,3,1,2,14,1,1,1,1941,99999,1,12,1,1,3,2,7749.476,854.5,1203430.15,608775.4815,496038.8514,98615.81692,1203430.15,500621.8184,406792.54,91693.15995,18051.037,20211.84526,7912.54209,17008.63162,11287.1804,73508.73122,42176.80147,38522.03179,86420.57922,93829.2784,595453.3775,107354.9538,6166.28648,556.5,1132.6
OSC02011,00000HU001,2004,194,1,1,1,1,0,0,3,1,3,0,2,0,5,2,19,1,1,1,1932,99999,1,15,3,99999,99999,5,5890.0053,374.5,564025.2651,196350.2472,323063.948,44611.06996,564025.2651,270659.2717,245768.7013,54387.26209,24027.98555,17793.40542,8768.52676,14671.84802,8733.61247,25913.63353,0,28473.16006,62999.26742,24890.57039,251165.9503,42200.04316,7016.57924,1707,2.9
OSC02011,00000HU001,2004,195,1,1,1,1,0,0,3,1,3,0,3,1,1,1,12,1,1,1,1930,99999,1,14,3,99999,99999,5,4452.058,702.3,848303.0267,247076.4767,478834.9139,122391.6361,848303.0267,445413.1273,385882.3407,97748.40796,16766.24985,23234.47043,11020.64004,13360.23552,22783.6514,34327.52267,0,42661.81759,123979.3452,59530.78663,308143.5914,94746.30808,3765.61971,1790.1,659.8
OSC02011,00000HU001,2004,196,1,1,1,1,0,0,3,1,1,0,7,3,1,1,18,1,1,1,1984,99999,1,12,1,1,3,2,6433.1187,1177.6,1671993.561,857852.534,704362.0672,109778.9602,1671993.561,704402.4068,586999.8692,120044.5924,7078.40342,29886.02143,16061.00909,25767.83434,49207.61978,128973.3405,35794.94691,40934.76489,133251.3364,117402.5376,866383.1731,101207.9815,9895.22365,2771.3,284.9
OSC02011,00000HU001,2004,197,1,1,1,1,0,0,3,1,2,0,2,2,3,1,13,1,1,1,1932,99999,1,14,1,2,1,4,3704.221,539.1,0,0,0,0,145664.8781,144043.3173,144043.3173,52778.77664,1719.47978,16509.76612,6485.91442,4954.05112,9109.76304,15351.23614,0,11422.04673,25712.2833,0,1621.56077,0,1267.70236,1536.8,537.6
OSC02011,00000HU001,2004,198,1,1,1,1,0,0,3,1,3,1,2,0,6,1,9,1,1,1,1969,99999,1,16,3,99999,99999,5,8239.1332,469.7,840338.3552,226345.9608,482497.8539,131494.5405,840338.3552,350128.7165,313722.7242,65004.47846,14143.08738,17176.36882,14828.76132,11010.7603,14798.94682,31926.8417,0,64569.00433,80264.4751,36405.99226,365946.9319,124262.7068,7413.82613,3901.3,61
OSC02011,00000HU001,2004,199,1,1,1,1,0,0,3,1,1,0,4,2,1,1,10,1,1,1,1978,99999,1,6,1,1,3,1,5635.4453,582.2,758259.153,449973.0652,261074.5668,47211.52098,758259.153,298995.8181,232609.8403,56589.33755,14314.5706,17612.59434,6628.62577,10356.00536,8695.54426,39806.57433,15816.38982,17724.41542,45065.78282,66385.9778,397259.1483,62004.18661,3493.11846,408.8,1051.8
OSC02011,00000HU001,2004,200,1,1,1,1,0,0,3,1,2,0,3,3,1,1,13,1,1,3,1976,99999,1,11,1,2,1,4,4517.1769,609.5,0,0,0,0,235879.2852,233405.6435,233405.6435,72861.67155,7752.96594,23754.05619,14256.22392,9613.15441,10428.09713,28833.33123,3375,16566.58988,45964.55325,0,2473.64174,0,5005.08722,936.2,155.9
OSC02011,00000HU001,2004,201,1,1,1,1,0,0,3,1,1,0,4,1,1,1,14,1,1,2,1926,99999,1,10,1,1,2,2,5319.7316,1098.9,1495420.69,707405.9624,676431.9154,111582.812,1495420.69,677643.9496,543565.5259,99754.82128,3386.98784,24716.50549,15906.35138,16219.91418,26392.97238,98915.5712,28369.88026,40934.18455,188968.3373,134078.4238,720719.0585,97057.68167,9669.22239,911.3,1355.8
OSC02011,00000HU001,2004,202,1,1,1,1,0,0,3,1,1,0,4,4,1,1,15,1,1,1,1970,99999,1,12,1,1,2,2,4086.0101,926.5,1154221.758,632012.3384,420340.5618,101868.8576,1154221.758,462821.7093,351888.8568,78936.60953,9236.93502,21134.96323,18047.26196,24304.18807,9223.61277,49731.09969,9006.22876,37832.68309,94435.27469,110932.8525,575564.1898,115835.8586,3766.7195,981.7,732.9
OSC02011,00000HU001,2004,203,1,1,0,1,0,0,2,1,3,0,2,0,5,1,18,1,1,1,1969,99999,1,16,3,99999,99999,5,4116.6379,234,110755.5382,31437.0484,55274.21108,24044.27869,110755.5382,81765.56581,77617.56686,27131.80585,5655.35116,12644.60815,3364.31258,2041.21805,5112.01595,9165.31789,480,4251.14692,7771.79032,4147.99895,6441.89027,22548.08209,1611.49417,1233.6,8
OSC02011,00000HU001,2004,204,1,1,1,1,0,0,3,1,2,0,2,2,5,1,13,1,1,1,99999,99999,1,11,1,2,1,4,3993.2722,340.3,0,0,0,0,103688.0047,103688.0047,103688.0047,36698.90201,5514.45437,14118.69316,2897.5731,1891.64738,1231.45533,12649.29687,0,10239.37418,18446.6083,0,0,0,2647.68276,1142,417.8
OSC02011,00000HU001,2004,205,1,1,1,1,0,0,3,1,2,0,4,2,1,2,3,2,1,2,1979,99999,1,11,1,2,1,4,5319.7316,944.4,0,0,0,0,404535.4933,376884.3457,376884.3457,97051.19468,6481.36636,30540.49863,9879.28159,9569.74334,29642.69414,38832.84065,24330.4,47017.83245,83538.49384,0,27651.14762,0,8525.72811,1969.4,504.6
OSC02011,00000HU001,2004,206,1,1,1,1,0,0,3,1,1,1,3,2,1,1,8,1,1,1,1933,99999,1,9,1,1,3,2,8202.6139,469.9,615891.3011,339519.588,207584.2555,68787.45762,615891.3011,273201.9155,237910.8643,68035.26005,28843.85973,14431.57977,9489.06458,13638.1788,6231.18245,26607.36253,5420.15702,24108.34233,41105.87703,35291.05124,286255.983,56433.40263,2403.5263,470.6,408.1
OSC02011,00000HU001,2004,207,1,1,1,1,0,0,3,1,3,0,2,1,6,1,12,1,1,1,1973,99999,1,13,3,99999,99999,5,5932.8453,549,1100847.725,355321.9627,543735.3338,201790.4283,1100847.725,390763.0822,327921.2823,62684.08751,39625.19474,17023.53063,6402.7225,16971.88196,25332.60722,37744.11781,0,38693.05434,83444.08555,62841.79995,477194.0597,232890.583,7023.79267,2576.3,46.4
OSC02011,00000HU001,2004,208,1,1,1,1,0,0,3,1,2,0,2,2,1,1,19,1,1,3,99999,99999,2,18,1,2,1,4,4937.9426,466.8,0,0,0,0,199990.7109,195908.3109,195908.3109,55967.91678,4919.48537,19291.83113,13075.30425,7192.60355,7947.3559,18173.6403,0,24215.38882,45124.78477,0,4082.4,0,7982.66627,1049.8,350.7
OSC02011,00000HU001,2004,209,1,1,1,1,0,0,3,1,3,0,2,0,4,1,2,1,1,1,1977,99999,1,14,3,99999,99999,5,5851.9852,461.4,602319.0215,232793.7582,287400.3477,82124.91565,602319.0215,246067.9002,222885.7392,50394.16667,17623.79821,16058.18008,9987.50891,4283.45946,9324.9633,25684.32195,0,22246.52884,67282.81174,23182.16106,269577.3198,86673.80155,9710.2756,1960.1,14.4
OSC02011,00000HU001,2004,210,1,1,1,0,99999,99999,3,1,1,1,4,1,1,2,5,2,2,99999,99999,1995,1,8,2,1,3,1,5848.7579,461.7,405358.987,245681.3121,122512.0582,37165.61667,405358.987,246120.6927,217692.6598,69201.21388,28084.73023,19536.55721,5200.3972,6953.08301,5879.70407,32209.38724,10095.9832,14015.46208,26516.14163,28428.03294,123634.1435,35604.15081,11300.25468,108,222.3
OSC02011,00000HU001,2004,211,1,1,1,1,0,0,3,1,2,0,3,2,5,1,19,1,1,1,1970,99999,1,13,1,2,1,4,4683.3826,689.4,0,0,0,0,399152.5948,379223.6948,379223.6948,85694.26957,1568.20695,24667.68283,24257.23457,13289.18153,13673.0468,53401.64187,4145.75376,31774.84031,126751.8366,0,19928.9,0,14449.0048,2254.4,533.4
